message_id,user_id,request_id,related_event_id,sent_at,source_type,message_text
message_52,user_95,,,2025-05-02T09:30:00Z,employer,Cobalt Systems has updated your payroll record. Your confirmed salary is now expected on 2025-05-23. Please use the revised date for anything you normally pay around payday. Payroll ref EMP-0052.
message_53,user_98,request_98,,2025-08-03T09:30:00Z,employer,Greenfield Foods has updated your payroll record. Your salary of USD 1716 is confirmed for 2025-08-15. The receiving bank will convert it using the rate applied on the settlement date. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0053.
message_54,user_101,,event_12397,2025-10-26T09:30:00Z,financial_service,A new notice is available for your ClaimDesk account. The prize proceeds have reached your account after withholding. There won’t be another payment unless a separate prize is confirmed. Account ref FIN-0054.
message_55,user_102,,,2026-03-24T09:30:00Z,service_provider,Here’s the latest service update from WorkPort. The client approved an invoice payment of INR 258000. Settlement is expected on 2026-04-15; the other submitted invoices are still awaiting approval. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0055.
message_56,user_103,,event_12642,2024-08-26T09:30:00Z,employer,Here’s the latest payroll information from Cobalt Systems. Your temporary monthly pay is USD 907.20. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0056.
message_57,user_105,,,2026-01-05T09:30:00Z,financial_service,ClearFund mengirim pembaruan tentang dana Anda. Nilai pasar yang ditampilkan untuk portofolio Anda meningkat cukup besar. Nilai yang ditampilkan akan terus berubah mengikuti harga pasar. Ref akun FIN-0057.
message_58,user_106,request_106,event_13011,2024-11-26T09:30:00Z,employer,BrightPath Media payroll has posted a new update. Your first salary from the new employer is ZAR 18040. It is confirmed for 2024-12-15. Bank processing may take the usual time after the payroll is released. Payroll ref EMP-0058.
message_59,user_107,,,2025-05-01T09:30:00Z,employer,Cobalt Systems telah memperbarui catatan penggajian Anda. Gaji pertama Anda sebesar IDR 19380000 dijadwalkan pada 2025-05-15. Tim payroll sudah menyetujui pembayaran dan mengirimkannya untuk diproses. Dana baru akan terlihat setelah bank memproses berkas penggajian. Ref payroll EMP-0059.
message_60,user_108,request_108,event_13251,2026-07-02T09:30:00Z,employer,"Hi, Northstar Labs payroll here. Your confirmed base salary is EUR 1111. The commission shown for open deals is still pending approval. Open deals will stay out of the payout until the commission is marked as earned. Payroll ref EMP-0060."
message_61,user_111,,,2026-03-24T09:30:00Z,employer,A quick update from the payroll team at Greenfield Foods. Your employment has ended. Details of any final settlement will be sent separately. Payroll ref EMP-0061.
message_62,user_113,request_113,event_13864,2025-11-01T09:30:00Z,employer,Your payroll details at HarborWorks have changed. Your salary of EUR 2805 is confirmed for 2025-11-15. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0062.
message_63,user_117,,event_14356,2026-06-27T09:30:00Z,employer,Cedar Health payroll has posted a new update. Your monthly salary has increased to EUR 1859. The change applies from 2026-07-15. The revised amount will appear on your next payslip. Payroll ref EMP-0063.
message_64,user_118,request_118,event_14479,2024-11-30T09:30:00Z,employer,"Hi, Greenfield Foods payroll here. Your regular salary for the next payroll is ZAR 47960. The same payroll includes a one-time arrears adjustment of ZAR 21582. Your next payslip will show the regular pay and any one-off adjustment separately. Payroll ref EMP-0064."
message_65,user_119,,event_14601,2025-04-24T09:30:00Z,employer,"Hi, BrightPath Media payroll here. Regular salary of INR 243000 resumes on 2025-05-15. A new recurring childcare payment begins in the same month. The updated pay and deductions will appear from the next cycle. Payroll ref EMP-0065."
message_66,user_122,request_122,event_14972,2025-08-03T09:30:00Z,service_provider,A note from InvoiceLane about recent activity on your account. The client approved an invoice payment of EUR 1683. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0066.
message_67,user_123,request_123,,2025-12-27T09:30:00Z,service_provider,"Hi, ShiftPay here. The next ShiftPay payout is still pending. The weekly earnings shown in the ShiftPay app can change until the payout is closed. The balance isn’t withdrawable until the payout shows as completed. Case ref SER-0067."
message_68,user_125,,event_15341,2025-11-04T09:30:00Z,employer,A note from BrightPath Media about your upcoming pay. Your salary of EUR 1771 is confirmed for 2025-11-15. The amount received in your home currency will depend on the settlement-date conversion. Payroll ref EMP-0068.
message_69,user_127,,event_15585,2024-08-28T09:30:00Z,employer,A quick update from the payroll team at Cedar Health. Regular salary of ZAR 41360 resumes on 2024-09-15. A new recurring childcare payment begins in the same month. The updated pay and deductions will appear from the next cycle. Payroll ref EMP-0069.
message_70,user_128,,event_15708,2025-02-03T09:30:00Z,employer,Here’s the latest payroll information from Riverline Retail. Your quarterly bonus is still subject to the final performance review. The final amount and payment date have not been approved yet. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0070.
message_71,user_129,request_129,event_15832,2026-03-26T09:30:00Z,financial_service,Ada pemberitahuan dari WinPoint tentang aktivitas keuangan terbaru. Dana hadiah sudah masuk ke rekening Anda setelah pemotongan. Tidak ada pembayaran lain kecuali hadiah terpisah dikonfirmasi. Ref akun FIN-0071.
message_72,user_130,request_130,event_15955,2024-11-25T09:30:00Z,employer,A quick update from the payroll team at BrightPath Media. Your temporary monthly pay is USD 751.68. The reduced amount continues for the next payroll. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0072.
message_73,user_132,,,2026-01-04T09:30:00Z,employer,Your payroll details at Riverline Retail have changed. Your next salary is reduced to ZAR 34463. The adjustment will be visible on your next payslip. Payroll ref EMP-0073.
message_74,user_133,,event_16322,2024-03-05T09:30:00Z,employer,Here’s the latest payroll information from BrightPath Media. The current seasonal contract has ended. No off-season income or renewal has been confirmed. We’ll contact you separately if another shift block or contract is approved. Payroll ref EMP-0074.
message_75,user_135,request_135,event_16570,2026-06-30T09:30:00Z,employer,"Hi, Northstar Labs payroll here. Your monthly salary has increased to USD 2364. The revised amount will appear on your next payslip. Payroll ref EMP-0075."
message_76,user_137,request_137,,2025-11-03T09:30:00Z,service_provider,RentTrack memiliki informasi baru tentang pembayaran berikutnya. Perpanjangan sewa menaikkan biaya sewa bulanan sebesar 12%. Jumlah baru berlaku mulai pembayaran sewa berikutnya. Jumlah baru akan digunakan untuk pembayaran sewa berikutnya. Ref kasus SER-0076.
message_77,user_138,request_138,,2026-04-01T09:30:00Z,bank,Ada pembaruan dari Oakline Bank tentang aktivitas rekening Anda. Tagihan kartu tambahan masih dalam penyelidikan. Dana pembalikannya belum tercatat di rekening. Sengketa masih terbuka dan dana pembalikan belum tercatat. Ref transaksi BAN-0077.
message_78,user_141,request_141,,2025-12-27T09:30:00Z,financial_service,Here’s the latest account information from Arbor Invest. The proceeds from your investment sale have settled in the cash account. The sale order is complete and there are no remaining proceeds pending. The transaction history shows the amount that actually reached the cash account. Account ref FIN-0078.
message_79,user_142,request_142,,2024-11-26T09:30:00Z,service_provider,There’s a new account update from ProjectPay. The client approved an invoice payment of EUR 1331. Settlement is expected on 2024-12-15; the other submitted invoices are still awaiting approval. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0079.
message_80,user_143,,,2025-04-27T09:30:00Z,financial_service,"Hi, PrizeTrack here. The prize proceeds have reached your account after withholding. The claim is now closed and there are no further scheduled payments. There won’t be another payment unless a separate prize is confirmed. Account ref FIN-0080."
message_81,user_144,request_144,,2026-06-28T09:30:00Z,employer,A note from Riverline Retail about your upcoming pay. Your first salary will be ZAR 14960. The money will appear after the bank posts the credit. Payroll ref EMP-0081.
message_82,user_145,,,2024-02-26T09:30:00Z,employer,Your payroll details at Riverline Retail have changed. Your regular salary for the next payroll is INR 187000. The same payroll includes a one-time arrears adjustment of INR 84150. Your next payslip will show the regular pay and any one-off adjustment separately. Payroll ref EMP-0082.
message_83,user_148,,event_18170,2024-06-03T09:30:00Z,financial_service,Here’s the latest account information from Northstar Funds. The proceeds from your investment sale have settled in the cash account. The sale order is complete and there are no remaining proceeds pending. The transaction history shows the amount that actually reached the cash account. Account ref FIN-0083.
message_84,user_151,request_151,,2024-08-30T09:30:00Z,employer,Cobalt Systems has updated your payroll record. Your first salary from the new employer is EUR 2574. It is confirmed for 2024-09-15. Bank processing may take the usual time after the payroll is released. Payroll ref EMP-0084.
message_85,user_152,,,2025-02-03T09:30:00Z,employer,"Here’s the latest payroll information from Northstar Labs. The latest employer credit is the reimbursement for your earlier work expense. This payment is linked to an earlier work expense, not your regular salary. Payroll ref EMP-0085."
message_86,user_153,request_153,event_18783,2026-07-05T09:30:00Z,merchant,Everyday Store menerima informasi terbaru dari pemroses pembayaran. Tagihan dikenakan dalam mata uang asing. Bank Anda akan mengonfirmasi jumlah akhir dalam mata uang utama saat transaksi selesai. Jumlah akhir dalam mata uang utama menggunakan kurs saat transaksi selesai. Ref pesanan MER-0086.
message_87,user_155,request_155,event_19028,2025-05-02T09:30:00Z,employer,Your payroll details at HarborWorks have changed. Regular salary of USD 1512 resumes on 2025-05-15. A new recurring childcare payment begins in the same month. The updated pay and deductions will appear from the next cycle. Payroll ref EMP-0087.
message_88,user_156,request_156,event_19150,2026-03-23T09:30:00Z,bank,Cedar Bank has reviewed the transaction on your account. The extra card charge is still being investigated. The dispute is open and no reversal has been posted yet. Txn ref BAN-0088.
message_89,user_157,request_157,,2024-02-23T09:30:00Z,employer,A note from Riverline Retail about your upcoming pay. Your temporary monthly pay is EUR 2035.44. This is the amount currently scheduled for the affected pay cycle. Payroll ref EMP-0089.
message_90,user_159,,event_19518,2026-01-01T09:30:00Z,service_provider,A quick update about your RideGrid account. The next RideGrid payout is still pending. The balance isn’t withdrawable until the payout shows as completed. Case ref SER-0090.
message_91,user_160,request_160,,2024-05-27T09:30:00Z,employer,Your payroll details at Cobalt Systems have changed. Your first salary from the new employer is USD 732. It is confirmed for 2024-06-15. Bank processing may take the usual time after the payroll is released. Payroll ref EMP-0091.
message_92,user_161,request_161,event_19758,2025-10-22T09:30:00Z,employer,"Hi, Riverline Retail payroll here. Your first salary of EUR 2387 is scheduled for 2025-11-15. Payroll has approved the payment and sent it for processing. The credit will show only after the bank processes the payroll file. Payroll ref EMP-0092."
message_93,user_162,request_162,,2026-07-03T09:30:00Z,employer,Greenfield Foods has updated your payroll record. Your monthly salary has increased to ZAR 42460. The revised amount will appear on your next payslip. Payroll ref EMP-0093.
message_94,user_163,,,2024-09-05T09:30:00Z,employer,A note from HarborWorks about your upcoming pay. Your regular salary for the next payroll is USD 2304. The same payroll includes a one-time arrears adjustment of USD 1036.80. Your next payslip will show the regular pay and any one-off adjustment separately. Payroll ref EMP-0094.
message_95,user_164,request_164,event_20125,2025-02-01T09:30:00Z,employer,Northstar Labs payroll has posted a new update. Your confirmed base salary is ZAR 15400. Open deals will stay out of the payout until the commission is marked as earned. Payroll ref EMP-0095.
message_96,user_165,,,2026-04-01T09:30:00Z,employer,Here’s the latest payroll information from Greenfield Foods. Your employment has ended. Details of any final settlement will be sent separately. Payroll ref EMP-0096.
message_97,user_166,request_166,,2024-12-01T09:30:00Z,service_provider,WorkPort memiliki informasi baru tentang pembayaran berikutnya. Klien menyetujui pembayaran faktur sebesar IDR 37620000. Penyelesaian diperkirakan pada 2024-12-15; faktur lain yang diajukan masih menunggu persetujuan. Hanya faktur yang sudah dikonfirmasi yang dapat dimasukkan dalam pembayaran berikutnya. Ref kasus SER-0097.
message_98,user_167,,,2025-05-04T09:30:00Z,employer,Northstar Labs telah memperbarui catatan penggajian Anda. Gaji yang sudah dikonfirmasi kini diperkirakan masuk pada 2025-05-23. Gunakan tanggal terbaru ini untuk pembayaran yang biasanya dilakukan saat gajian. Ref payroll EMP-0098.
message_99,user_168,,,2026-01-01T09:30:00Z,employer,Berikut informasi penggajian terbaru dari HarborWorks. Gaji berikutnya berkurang menjadi IDR 7533500. Penyesuaian akan terlihat pada slip gaji berikutnya. Ref payroll EMP-0099.
message_100,user_169,request_169,,2024-02-21T09:30:00Z,merchant,MarketDock has received an update from the payment processor. The foreign-currency refund is still processing. The home-currency credit may change with the settlement-date rate. Order ref MER-0100.
message_101,user_170,,,2025-08-01T09:30:00Z,financial_service,A new notice is available for your PrizeTrack account. Your prize claim has been verified and is still in payment processing. The payment has not been credited to your account yet. We’ll confirm again if and when the money is actually credited. Account ref FIN-0101.
message_102,user_172,request_172,,2024-05-27T09:30:00Z,bank,"Northfield Bank has reviewed the transaction on your account. There are minimum payments due on two separate card accounts this month. The minimums belong to separate accounts, so one payment won’t clear the other. Txn ref BAN-0102."
message_103,user_175,request_175,event_21473,2024-09-05T09:30:00Z,employer,Berikut informasi penggajian terbaru dari Riverline Retail. Gaji bulanan sementara Anda adalah IDR 25034400. Jumlah yang lebih rendah masih berlaku untuk penggajian berikutnya. Inilah jumlah yang saat ini dijadwalkan untuk periode penggajian tersebut. Ref payroll EMP-0103.
message_104,user_176,request_176,,2025-01-26T09:30:00Z,employer,Berikut informasi penggajian terbaru dari Cedar Health. Gaji pokok yang dikonfirmasi adalah IDR 43320000. Transaksi yang masih berjalan tidak masuk pembayaran sampai komisinya dinyatakan diperoleh. Ref payroll EMP-0104.
message_105,user_177,request_177,event_21717,2025-12-26T09:30:00Z,employer,"Hi, BrightPath Media payroll here. Your next salary is reduced to USD 1684.80. The adjustment will be visible on your next payslip. Payroll ref EMP-0105."
message_106,user_178,,,2024-12-01T09:30:00Z,service_provider,Here’s the latest service update from FreelanceHub. The client approved an invoice payment of USD 2088. Only invoices marked as confirmed should be included in the upcoming payout. Case ref SER-0106.
message_107,user_179,request_179,,2025-04-23T09:30:00Z,financial_service,Here’s the latest account information from RewardNow. Congratulations! You’ve been selected for a cash prize. Pay the release charge today to receive the funds immediately. Pay the processing charge now to avoid losing the claim. Account ref FIN-0107.
message_108,user_180,request_180,,2026-06-30T09:30:00Z,employer,A quick update from the payroll team at Northstar Labs. Your first salary will be INR 161000. The money will appear after the bank posts the credit. Payroll ref EMP-0108.
message_109,user_182,,,2025-07-25T09:30:00Z,employer,A note from BrightPath Media about your upcoming pay. Your quarterly bonus is still subject to the final performance review. We’ll send another update once payroll confirms the amount and date. Payroll ref EMP-0109.
message_110,user_183,,,2026-04-03T09:30:00Z,merchant,A note from CartLane about your recent purchase. The bill was charged in a foreign currency. Your bank will confirm the final home-currency amount when the transaction settles. The final home-currency amount will use the rate applied when it settles. Order ref MER-0110.
message_111,user_184,,event_22576,2024-05-31T09:30:00Z,merchant,Ada pembaruan singkat dari BrightBasket tentang pesanan Anda. Pengembalian dana dalam mata uang asing masih diproses. Kredit akhir dalam mata uang utama akan dihitung saat pengembalian dana selesai. Nilai kredit dalam mata uang utama dapat berubah mengikuti kurs tanggal penyelesaian. Ref pesanan MER-0111.
message_112,user_185,request_185,,2025-11-04T09:30:00Z,service_provider,HomePortal wanted to let you know about a change on your account. The renewed lease increases monthly rent by 12%. The new amount will be used for the next rent payment. Case ref SER-0112.
message_113,user_188,request_188,event_23066,2025-02-04T09:30:00Z,employer,"Your payroll details at Northstar Labs have changed. The latest employer credit is the reimbursement for your earlier work expense. The claim is now closed and no additional reimbursement is scheduled. This payment is linked to an earlier work expense, not your regular salary. Payroll ref EMP-0113."
message_114,user_189,request_189,event_23188,2026-06-28T09:30:00Z,employer,Greenfield Foods payroll has posted a new update. Your monthly salary has increased to EUR 946. The revised amount will appear on your next payslip. Payroll ref EMP-0114.
message_115,user_191,request_191,event_23434,2025-04-23T09:30:00Z,merchant,"BuyBox memiliki informasi baru tentang pembayaran atau pengembalian dana Anda. Pengembalian dana sudah diproses, tetapi belum masuk ke rekening Anda. Sebagian besar pengembalian dana selesai dalam sepuluh hari kerja. Kami akan mengirim pembaruan saat kredit sudah selesai. Ref pesanan MER-0115."
message_116,user_193,,event_23680,2024-03-06T09:30:00Z,employer,Ada pembaruan singkat dari tim payroll Northstar Labs. Gaji bulanan sementara Anda adalah IDR 19836000. Jumlah yang lebih rendah masih berlaku untuk penggajian berikutnya. Inilah jumlah yang saat ini dijadwalkan untuk periode penggajian tersebut. Ref payroll EMP-0116.
message_117,user_194,,,2025-07-29T09:30:00Z,employer,A note from BrightPath Media about your upcoming pay. Your confirmed salary is now expected on 2025-08-23. This replaces the payroll date shown in the earlier update. Please use the revised date for anything you normally pay around payday. Payroll ref EMP-0117.
